Name,Constituency,Party,Cases,Education,Assets,Liabilities
Dornala Jaya Prakash,SECUNDERABAD,New India Party,2,Graduate,"13,64,218","1,00,000"
Dornala Jaya Prakash,HYDERABAD,New India Party,2,Graduate,"13,64,218","1,00,000"
Dost Mer,SURENDRANAGAR,IND,0,5th Pass,"1,35,000",0
Dr Bipin Kusulia,BOLANGIR,IND,0,Doctorate,"13,47,042",0
Dr Chinnappa Y Chikkahagade,BANGALORE RURAL,BSP,0,Graduate,"88,10,000","5,00,000"
Dr Dharmendra Kumar,AURANGABAD,Akhil Hind Forward Bloc (Krantikari),1,Graduate,"60,06,600",0
Dr Gandi Venkata Satyanarayana Rao,ANAKAPALLE,BJP,0,Post Graduate,"5,76,88,924","94,97,894"
Dr Govindasamy R,CUDDALORE,Pattali Makkal Katchi,1,Post Graduate,"25,41,47,934","10,65,600"
Dr Mallu Ravi,NAGARKURNOOL,INC,4,Graduate Professional,"26,57,82,483","1,88,00,000"
Dr Rajkumar Ranjan Singh,INNER MANIPUR,BJP,0,Doctorate,"1,96,16,174",0
Dr Sanjeev Kumar,KURNOOL,YSRCP,0,Post Graduate,"32,59,14,387","6,20,70,621"
Dr Shivakumara,CHAMARAJANAGAR,BSP,0,Doctorate,"1,65,80,750","1,16,00,000"
Dr Sirivella Prasad,ONGOLE,INC,0,Doctorate,"20,69,078",0
Dr Sridhara Udupa,DAVANAGERE,IND,0,Graduate Professional,"22,14,000",0
Dr. Agama Chandrashekar,PEDDAPALLE,INC,0,Graduate Professional,"6,33,20,000","50,00,000"
Dr. Antriksh Saini,HARIDWAR,BSP,0,Graduate Professional,"86,90,94,791","27,88,77,123"
Dr. Arvind Kumar Singh,GAUTAM BUDDHA NAGAR,INC,0,Doctorate,"9,96,90,439","3,53,29,571"
Dr. Avijit Chakraborty,GAUHATI,Bharatiya Gana Parishad,0,Doctorate,"12,71,260",0
Dr. B. Chandra (Chandregowda),MYSORE,BSP,1,Graduate Professional,"2,01,00,180","1,12,00,000"
Dr. Balasaheb Arjun Pol,BARAMATI,IND,3,Graduate Professional,"2,04,055","2,83,000"
Dr. Banuprakash A.S,BANGALORE SOUTH,Pyramid Party of India,0,Post Graduate,"1,31,51,631","9,28,000"
Dr. Bharat,PILIBHIT,JD(U),0,Graduate Professional,"4,76,76,000","43,80,000"
"Dr. Bhuvaneswaran, M.",THOOTHUKKUDI,IND,1,Doctorate,"7,80,31,419","40,74,230"
Dr. C.S.Dwarakanath,CHIKKBALLAPUR,BSP,0,Post Graduate,"4,08,44,395",0
Dr. Chandra Sen Jadon,FIROZABAD,BJP,0,Graduate Professional,"4,28,72,395",0
Dr. Chandraben,BANASKANTHA,IND,1,Doctorate,"4,06,41,649","70,60,912"
Dr. Dhanve Datta Maroti,HINGOLI,BSP,2,Graduate Professional,"3,30,48,000",0
Dr. Elango.S,DHARMAPURI,IND,0,Post Graduate,"1,10,45,381",0
Dr. Faruk Ahmed Bhuyan,GAUHATI,IND,0,Graduate Professional,"92,72,500","2,00,000"
Dr. Gojupal,RAJNANDGAON,RPI(A),1,Graduate,"23,50,000",0
Dr. Gurumayum Tonsana Sharma,INNER MANIPUR,Manipur Democratic Peoples Front,0,Doctorate,"1,24,52,000",0
Dr. Hiteshkumar Mahendrabhai,AHMEDABAD EAST,Nirbhay Bharteey Party,0,Graduate Professional,"54,66,908","21,33,343"
Dr. Jitendra Singh,UDHAMPUR,BJP,0,Post Graduate,"7,08,27,203",0
Dr. K Padmarajan,WAYANAD,IND,0,Post Graduate,"15,11,000",0
Dr. Kalanidhi Veeraswamy,CHENNAI NORTH,DMK,0,Post Graduate,"40,52,94,714","25,83,86,550"
Dr. Kalidas Prakash Vaingankar,SOUTH GOA,IND,0,Graduate Professional,"12,02,116",0
Dr. Kasi Viswanadha Veera Venkata Satyanarayana Reddy Kosuri,ARAKU,BJP,0,Doctorate,"1,14,43,485","22,00,000"
Dr. Lakshmi Kantha Reddy Chitla,NANDYAL,IND,0,Doctorate,"1,70,000","90,000"
Dr. M M Thromwa Konyak,NAGALAND,IND,0,Doctorate,"11,00,000",0
Dr. M Venkataswamy,BANGALORE RURAL,RPI(A),0,Post Graduate,"5,95,000",0
Dr. M. P. Darakeshwaraiah,GULBARGA,IND,0,Graduate Professional,"31,94,000",0
Dr. Mahesh Sharma,GAUTAM BUDDHA NAGAR,BJP,0,Graduate Professional,"47,87,59,568","4,38,63,749"
Dr. Manisha Bangar,NAGPUR,Peoples Party of India (Democratic),0,Graduate Professional,"1,49,51,925","19,06,973"
Dr. Meer Layaq Hussain,BANGALORE NORTH,IND,0,Graduate Professional,"20,000",0
Dr. Mohammad Jawed,KISHANGANJ,INC,1,Graduate Professional,"9,09,73,803","53,83,958"
Dr. Mohammed Sadique Kp,LAKSHADWEEP,JD(U),0,Post Graduate,"4,97,83,111","28,87,460"
Dr. Mritunjay Kumar Jha,PURNIA,IND,0,Graduate Professional,"14,22,104","3,60,710"
Dr. Mukesh Semwal,GARHWAL,SUCI(C),1,Doctorate,"2,00,295",0
Dr. Mukul Sangma,TURA,INC,0,Graduate Professional,"13,67,35,735","34,08,159"
Dr. Narayanasamy Kesavan,PUDUCHERRY,All India N.R. Congress,0,Post Graduate,"8,37,19,044","1,27,39,010"
Dr. Narsaiah Boora,BHONGIR,TRS,0,Post Graduate,"23,74,58,144","4,29,63,534"
Dr. Nitin Udal Bhat,HATKANANGLE,IND,0,Graduate Professional,"20,32,849",0
Dr. Philip Mariyan,BANGALORE CENTRAL,IND,0,Others,"22,18,000",0
Dr. Rahul Vasudevbhai Vyas,VADODARA,IND,0,Post Graduate,"2,09,24,425","83,89,504"
Dr. Rajendra Bhaskarrav Shingne,BULDHANA,NCP,1,Graduate Professional,"9,53,50,365","2,19,40,000"
Dr. Rajiv Agrawal,YAVATMAL WASHIM,IND,0,Graduate,"87,62,000","14,00,000"
Dr. Ramendra Singh Bhandari,GARHWAL,IND,0,Doctorate,"6,90,000",0
Dr. Ramesh Babu. V.M.,KOLAR,IND,0,Post Graduate,"14,58,30,000","12,00,000"
Dr. S T Hasan,MORADABAD,SP,0,Post Graduate,"5,57,95,546","5,00,000"
Dr. S. Suresh Babu,NELLORE,IND,0,Doctorate,"95,50,548",0
Dr. Saleem Ahmad,BAGHPAT,Sabse Achchhi Party,1,Graduate,"5,94,500",0
Dr. Satyapal Singh,BAGHPAT,BJP,1,Post Graduate,"7,81,95,793",0
Dr. Shafiqur Rehman Barq,SAMBHAL,SP,0,Graduate,"1,32,96,671",0
Dr. Shivaji Pandharinath Oman,OSMANABAD,BSP,0,Graduate Professional,"91,90,000","90,000"
Dr. Sita Ram Rajput,PILIBHIT,Sabka Dal United,0,Doctorate,"77,60,000",0
Dr. Solanki Kiritbhai,AHMEDABAD WEST,BJP,0,Post Graduate,"8,94,74,039",0
Dr. Sudarshan Lohar,KEONJHAR,Rashtriya Indepndent Morcha,0,Graduate Professional,"45,80,900",0
Dr. Sunil Sampat Chawale,BHANDARA GONDIYA,IND,0,Doctorate,"36,00,500","75,000"
Dr. Sunita Devanand Chavan,BIJAPUR,JD(S),0,Doctorate,"4,94,82,018","1,41,84,713"
Dr. Tamilisai Soundararajan,THOOTHUKKUDI,BJP,0,Graduate Professional,"10,99,07,600","1,09,87,000"
Dr. Titus Bhengra,DIBRUGARH,Bahujan Mukti Party,0,Doctorate,"9,10,903",0
Dr. Umesh G Jadhav,GULBARGA,BJP,0,Post Graduate,"3,74,90,597",0
Dr. Vijaya Rajesh Nandurkar,BHANDARA GONDIYA,BSP,0,Graduate Professional,"3,63,43,297","36,16,000"
Dr. Vinod Kashiram Badole,NAGPUR,Akhil Bhartiya Sarvadharma Samaj Party,0,Post Graduate,"1,51,887","3,50,000"
Dr. Virendra Choudhary,MAHASAMUND,Bhartiya Shakti Chetna Party,0,Others,"1,89,20,000","34,00,000"
Dr. Yogita Bajpai,RAIPUR,Sarvodaya Bharat Party,0,Doctorate,"40,94,998","2,50,000"
Dr.A.Chellakumar,KRISHNAGIRI,INC,5,Post Graduate,"12,10,87,979","6,68,17,959"
Dr.Appasaheb Onkar Kadam,PARBHANI,Swatantra Bharat Paksha,0,Graduate Professional,"1,67,61,000","6,45,000"
Dr.Beesetti Venkata Satyavathi,ANAKAPALLE,YSRCP,0,Graduate Professional,"9,15,26,244","1,11,39,279"
Dr.Bharatiben Dhirubhai Shiyal,BHAVNAGAR,BJP,0,Graduate Professional,"1,77,53,161","36,89,036"
"Dr.Dhanushkodi, M.",VIRUDHUNAGAR,IND,0,Post Graduate,"47,94,245","2,90,000"
Dr.Elangovan. V,TIRUCHIRAPPALLI,DMDK,0,Graduate Professional,"2,73,90,154",0
Dr.Gaddam Ranjith Reddy,CHEVELLA,TRS,0,Post Graduate,"1,63,46,95,131","19,70,07,553"
Dr.Hingolikar Susheel Raj,HYDERABAD,IND,0,10th Pass,"16,44,000","29,50,000"
Dr.Jayan.C.Kuthanur,ALATHUR,BSP,0,Doctorate,"9,01,000","72,369"
Dr.John Basco Philips,BANGALORE SOUTH,Indian Christian Front,0,Others,"1,30,000",0
Dr.K.C.Patel,VALSAD,BJP,0,Graduate Professional,"6,82,39,480",0
Dr.K.Jayakumar,TIRUVALLUR,INC,0,Doctorate,"2,45,83,769",0
Dr.K.Krishnasamy,TENKASI,AIADMK,9,Post Graduate,"25,95,84,771","1,62,20,826"
Dr.M.A.S. Subramanian,PUDUCHERRY,Makkal Needhi Maiam,0,Graduate Professional,"39,35,86,982","2,88,20,830"
Dr.P.Venugopal,TIRUVALLUR,AIADMK,0,Graduate Professional,"2,27,71,385","12,49,867"
Dr.Prashant Dnyaneshwar Gangavane,HATKANANGLE,Bahujan Republican Socialist Party,1,Doctorate,"6,24,48,988","95,000"
Dr.T.M.S. Sadhu Muthu Kirshan Erjendran,ARAKKONAM,IND,0,Doctorate,"25,000",0
Dr.Ulhas Vasudeo Patil,RAVER,INC,1,Post Graduate,"19,85,03,281","45,08,413"
Dr.Vaijnath Sitaram Phad,PARBHANI,BSP,1,Doctorate,"12,81,00,000","30,27,384"
Dr.Vasant Raghunath Munde,OSMANABAD,IND,0,Graduate,"41,36,000",0
Dr.Virupakshappa Sadhunavar,BELGAUM,INC,0,Graduate Professional,"31,58,66,105","22,52,14,094"
Dropadi Verma,ALMORA,Uttarakhand Kranti Dal (Democratic),0,Post Graduate,"2,30,98,000",0
Dujram Sahu,BILASPUR,IND,0,Literate,"2,85,000",0
Dulal Chandra Goswami,KATIHAR,JD(U),1,Graduate,"1,33,02,734","31,30,766"
Dundappa Kundappa Shrikant Sir,KOLHAPUR,BSP,0,Post Graduate,"12,32,317","2,50,000"
Dundasi Abdulrahiman Mahammad Hanif,DHARWAD,IND,2,Graduate Professional,"3,19,90,000","4,00,000"
Dunuku Veladri,KHAMMAM,IND,0,Doctorate,"5,94,217",0
Durai Benjamin,TIRUCHIRAPPALLI,IND,0,Post Graduate,"18,91,458","5,00,000"
Durai.S,DHARMAPURI,IND,0,12th Pass,"41,70,618","20,00,000"
Durga Chandra Pingua,KEONJHAR,BSP,0,10th Pass,"13,55,000","80,000"
Durgam. Rajanna,PEDDAPALLE,IND,0,Graduate Professional,"15,500",0
Durgampudi Rami Reddy,NARASARAOPET,IND,0,Illiterate,"19,45,300","70,000"
Durgaprasad Thakur,KANKER,Ambedkarite Party of India,0,Post Graduate,"21,37,880","5,00,000"
Durgaprasad. Guntu,VISAKHAPATNAM,IND,0,Post Graduate,"38,03,500","4,97,400"
Durvasa Reddy Pakala,KARIMNAGAR,IND,1,Post Graduate,"55,67,500","9,50,000"
E T Mohammed Basheer,PONNANI,IUML,0,10th Pass,"81,03,274",0
E. Karunanithi,VELLORE,BSP,0,Graduate Professional,"10,15,000",0
E.Dhanasekaran,CHENNAI SOUTH,IND,0,10th Pass,"5,07,058",0
E.Subaya,CHENNAI SOUTH,IND,0,Doctorate,"2,37,58,41,961","1,80,87,123"
Easudoss. S,TIRUCHIRAPPALLI,Indian Christian Front,0,8th Pass,"73,76,000",0
Ebeneezer S,KARUR,IND,0,Post Graduate,"1,36,69,376","1,85,000"
Edamala Ravinder Reddy,NIZAMABAD,IND,0,10th Pass,"20,48,000","1,50,000"
"Elango, S.",VIRUDHUNAGAR,IND,0,5th Pass,"2,60,000",0
Elangovan M,KANCHEEPURAM,IND,0,10th Pass,"21,000",0
"Elangovan, E.V.K.S.",THENI,INC,10,Graduate,"23,62,41,267","74,50,651"
Elavarasan A,CHIDAMBARAM,IND,0,Doctorate,"1,46,72,869","58,00,000"
Eleti Laxmareddy,NIZAMABAD,IND,0,10th Pass,"8,44,000","40,000"
Elluri Bhupal,NANDYAL,IND,0,Graduate,"20,000","20,000"
Elumalai K,ARANI,IND,0,8th Pass,"1,60,000",0
Elumalai S,ARANI,IND,0,8th Pass,"13,60,000",0
Elumalai V,ARANI,AIADMK,0,Graduate Professional,"11,11,58,268","18,84,554"
Elvis Gomes,SOUTH GOA,AAP,1,Graduate Professional,"96,76,888",0
Engineer Rashid,BARAMULLA,IND,0,Others,"80,00,000","60,00,000"
Enugu Mallesh	,NIZAMABAD,IND,0,Illiterate,"53,30,000","1,00,000"
Er. Ghulam Mustafa Chowdhary,JAMMU,IND,0,Others,"1,90,50,000",0
"Er.Pradeep Ganesan, M.P.",THOOTHUKKUDI,IND,0,Others,"1,31,74,636","58,37,372"
Ergamreddy Shivadurgavaraprasad Reddy,MAHBUBNAGAR,Indian Rakshaka Nayakudu Party,0,8th Pass,"6,16,500",0
Erugurala Bhagya Laxmi,PEDDAPALLE,Pyramid Party of India,0,Post Graduate,"2,000",0
Esakkimuthu. N,KANNIYAKUMARI,IND,0,12th Pass,"9,49,000",0
Eshwar,BIDAR,INC,0,Graduate Professional,"12,33,13,691","73,32,800"
Essakkiammal E,TIRUNELVELI,BSP,0,Post Graduate,"10,06,500","2,65,000"
Eswara,BANGALORE RURAL,IND,0,Graduate,"80,000",0
Eswaran,THENI,IND,0,Others,"6,55,000",0
"Eswaran, R",DINDIGUL,IND,14,Graduate,"29,00,000",0
Ettedi Saireddy,NIZAMABAD,IND,0,10th Pass,"4,50,000","1,50,000"
Farah Naaz Khan,SECUNDERABAD,IND,0,12th Pass,"19,33,207","86,600"
Farid Mohammad Quraishi,DURG,Gondvana Gantantra Party,0,Graduate Professional,"2,32,561",0
Farooq Abdullah,SRINAGAR,Jammu & Kashmir National Conference,1,Graduate Professional,"12,19,04,435",0
Farukh Ismail Shaikh,AHMEDNAGAR,Bharatiya Praja Surajya Paksha,0,8th Pass,"17,92,478","5,60,000"
Feroz Ali,JALNA,Bahujan Mukti Party,0,10th Pass,"1,00,000",0
Feroze Varun Gandhi,PILIBHIT,BJP,0,Post Graduate,"60,32,00,539","2,89,52,800"
Firdous Ahmed Bawani,UDHAMPUR,IND,0,12th Pass,"70,000",0
Firoz Khan,SAMBHAL,IND,0,Literate,"5,88,000",0
Francis Binny Jose,BANGALORE CENTRAL,IND,0,Graduate Professional,"6,25,000","4,50,000"
Fredy Jackson Pereira,CHALAKUDY,IND,0,12th Pass,"26,000","1,03,000"
Fulare Suresh Asaram,AURANGABAD,IND,2,12th Pass,"46,63,396","6,80,000"
Fulchand Mandal,MALDAHA DAKSHIN,BSP,0,10th Pass,"20,51,904",0
Furkan Ali,HARIDWAR,Pragatishil Samajwadi Party (Lohia),0,Post Graduate,"71,82,794","2,39,092"
G . Laxminarsimha Rao,SECUNDERABAD,Telangana Prajala Party,1,Graduate Professional,"1,22,83,000","20,00,000"
G Kanagasabapathy,COIMBATORE,IND,0,5th Pass,"20,000",0
G M Siddeshwar,DAVANAGERE,BJP,0,10th Pass,"38,01,64,932","1,46,70,809"
G Nagendra,TUMKUR,IND,0,10th Pass,"4,59,000",0
G S Basavaraj,TUMKUR,BJP,0,Graduate Professional,"51,07,79,150","11,38,44,867"
G S Raju,NARSAPURAM,SP,0,10th Pass,"17,00,000",0
G Sanjeeva Kumar,KURNOOL,Samajwadi Forward Bloc,0,10th Pass,"1,60,000",0
G Venkatesh Bhovi,BANGALORE SOUTH,IND,0,10th Pass,"34,17,000","5,000"
G. Chikkanarayana,KOLAR,Republican Sena,0,Graduate,"9,50,000",0
G. Kesav Yadav,RAMANATHAPURAM,Purvanchal Janta Party (Secular),0,Post Graduate,"2,18,92,000","41,00,000"
G. Lalitha,ANANTAPUR,SUCI(C),0,Graduate,"12,79,676",0
G. Manjunath,MANDYA,IND,0,Not Given,"24,000",0
G. Moorthy,ARAKKONAM,IND,0,8th Pass,"16,83,000",0
G. Ravi Kumar Yadav,CHEVELLA,IND,0,Post Graduate,"91,000",0
G. Srinivasan,CHENNAI NORTH,IND,0,Post Graduate,"6,85,000",0
G. Timmaraju,GULBARGA,IND,0,10th Pass,"10,000",0
G.Arulraj,TIRUVALLUR,IND,0,Post Graduate,"18,17,032",0
G.D. Rajagopal,CHAMARAJANAGAR,IND,0,10th Pass,"23,000",0
G.Devashagayam,CHENNAI SOUTH,IND,0,Post Graduate,"1,54,60,579","95,00,000"
G.Dhanasekaran,CHENNAI SOUTH,IND,0,Graduate Professional,"68,96,493",0
G.George,TIRUVALLUR,IND,0,Graduate,"44,000",0
G.M. Mahadeva,MYSORE,IND,1,Graduate,"1,63,450",0
Gabriel James Fernando,THOOTHUKKUDI,Peoples Party of India(secular),0,12th Pass,"73,00,224","10,21,600"
Gaddala Venu,NARASARAOPET,IND,0,Graduate,"15,000",0
Gaddala Vinay Kumar,PEDDAPALLE,IND,0,8th Pass,"1,23,09,436","4,50,000"
Gaddam Gangareddy,NIZAMABAD,IND,0,Illiterate,"30,80,000","1,00,000"
Gaddam Mohan,NIZAMABAD,IND,0,Graduate Professional,"10,500","2,00,000"
Gaddam Purushotham,NIZAMABAD,IND,0,Graduate,"8,79,000","1,70,000"
Gaddam Rajendharreddy,NIZAMABAD,IND,0,Illiterate,"24,10,000",0
Gaddam Rajeshwar,NIZAMABAD,IND,0,Illiterate,"14,66,000",0
Gaddam Suman,NIZAMABAD,IND,0,8th Pass,"6,85,000",0
Gaddam Vijay Kumar,NAGARKURNOOL,Bahujan Mukti Party,0,Post Graduate,"18,03,217","44,000"
Gadde Haribabu,BAPATLA,Navodayam Party,0,Graduate,"20,000","1,00,000"
Gaddigoudar Parvatagouda Chandanagouda,BAGALKOT,BJP,0,Graduate Professional,"4,39,80,663","79,87,991"
Gade Vinod Milind,AMRAVATI,Ambedkarist Republican Party,0,12th Pass,"16,34,000","3,15,000"
Gadepalli Prthviraj,NIZAMABAD,IND,0,10th Pass,"60,000",0
Gadepally Ramesh,NIZAMABAD,IND,0,5th Pass,"47,76,000","4,20,000"
Gadhave Pravin Rameshwarrao,WARDHA,Ambedkarist Republican Party,0,10th Pass,"11,33,000","4,50,000"
Gadkole Chinna Gangareddy,NIZAMABAD,IND,0,5th Pass,"45,29,560","1,40,000"
Gadkolu Ramesh,NIZAMABAD,IND,0,Illiterate,"5,60,000","1,99,000"
Gajabinkar Bansilal	,MEDAK,IND,0,5th Pass,"5,10,000","30,000"
Gajanan Amrut Thokanekar,BELGAUM,IND,0,12th Pass,"2,12,500",0
Gajanan Haribhau Bhalerao,HINGOLI,IND,3,10th Pass,"21,57,000","83,321"
Gajanan Onkar Harne,AKOLA,IND,0,12th Pass,"42,70,000",0
Gajanan Uttam Shantabai,BULDHANA,IND,0,10th Pass,"21,92,924","1,13,902"
Gajbhiye Pramod Hiraman,BHANDARA GONDIYA,IND,2,Graduate,"1,13,000",0
Gajendra Parshuram Turbadkar,RAIGAD,Kranti Kari Jai Hind Sena,0,12th Pass,"91,698","1,00,000"
Gajjala Sai Prasad,NIZAMABAD,IND,0,Illiterate,"9,000",0
Galebkhan Jabbarkhan Pathan,BEED,IND,0,5th Pass,"20,000",0
Gamit Kaushikbhai Virendrabhai,BARDOLI,Sardar Vallabhbhai Patel Party,0,8th Pass,"2,90,000","62,300"
Gamit Mohanbhai Babubhai,BARDOLI,Bahujan Republican Socialist Party,0,Graduate Professional,"23,82,000",0
Gamit Sureshbhai Babubhai,BARDOLI,Svatantra Bharat Satyagrah Party,0,10th Pass,"3,65,000",0
Gampala Somasundaram,VISAKHAPATNAM,IND,0,Graduate,"33,40,000",0
Ganapathy N,VILUPPURAM,IND,0,8th Pass,"79,53,000","21,50,000"
Gandheswar Mochahari,MANGALDOI,Voters Party International,0,12th Pass,"11,50,000",0
Gandhi Dhanekula	,MACHILIPATNAM,IND,0,10th Pass,"15,30,000","7,00,000"
Gandhi Dhanekula,VIJAYAWADA,IND,0,10th Pass,"1,05,90,000","8,00,000"
Ganesamoorthy M,ERODE,IND,0,8th Pass,"36,90,703",0
"Ganesan, M.",THOOTHUKKUDI,IND,1,12th Pass,"4,91,603",0
Ganesan. P,TIRUCHIRAPPALLI,Tamil Nadu Ilangyar Katchi,0,Graduate,"3,19,328",0
Ganesh,CHITRADURGA,IND,0,Illiterate,"1,11,000",0
Ganesh Daddikar,BELGAUM,IND,1,Others,"18,20,007","1,16,326"
Ganesh H,KALLAKURICHI,Makkal Needhi Maiam,0,12th Pass,"46,07,825",0
Ganesh Kisanrao Lade,WARDHA,Ambedkarite Party of India,0,12th Pass,"1,89,000",0
Ganesh Navnathrao Karande,BEED,Maharashtra Kranti Sena,0,Post Graduate,"2,35,000",0
Ganesh Shankar Chandode,JALNA,Akhil Bharatiya Sena,1,8th Pass,"6,39,662","1,60,000"
Ganesh. R,TIRUCHIRAPPALLI,IND,0,5th Pass,"85,500",0
Ganesha B A,DAVANAGERE,Uttama Prajaakeeya Party,0,Others,"2,16,519",0
Ganesha Moorthy A,POLLACHI,BSP,0,10th Pass,"4,66,400",0
Ganeshamurthi A,ERODE,DMK,0,Graduate,"4,31,10,000","20,60,000"
Ganeshamurthy A C,ERODE,IND,0,10th Pass,"2,06,87,892",0
"Ganeshkumar, S.",VIRUDHUNAGAR,IND,1,5th Pass,"3,00,000",0
Ganga Kebat,KATIHAR,Rashtriya Jansambhavna Party,0,10th Pass,"2,88,000",0
Ganga Prasad Yadav,JHANJHARPUR,Peoples Party of India (Democratic),1,8th Pass,"20,62,000",0
Ganga Reddy Kallem,NIZAMABAD,IND,0,Graduate,"21,51,500","40,000"
Ganga Reddy Peesu Peesu,NIZAMABAD,IND,0,5th Pass,"13,75,000",0
Gangadhar Andheti,NIZAMABAD,IND,0,5th Pass,"1,33,66,300","3,40,000"
Gangadhar Baddam,NIZAMABAD,IND,0,12th Pass,"1,27,16,000","8,67,000"
Gangadhar Badiger,DHARWAD,SUCI(C),0,Graduate Professional,"95,105",0
Ganganna Chilkuri,NIZAMABAD,IND,0,Illiterate,"11,46,500",0
Gangapuram Kishan Reddy,SECUNDERABAD,BJP,0,Others,"8,14,30,778","45,00,000"
Gangarapu Thirupathi,KARIMNAGAR,IND,0,10th Pass,"7,000",0
Gangareddy Mailaram,NIZAMABAD,IND,0,Illiterate,"21,99,350","1,24,976"
Gangareddy Musku,NIZAMABAD,IND,0,Illiterate,"16,90,000",0
Gangareddy Rikkala,NIZAMABAD,IND,0,5th Pass,"79,23,000","1,50,000"
Gangareddy Thorthi,NIZAMABAD,IND,0,Illiterate,"11,00,000",0
Ganji Purnima,NARSAPURAM,RPI(A),0,Graduate,"99,000",0
Gannu Mallayya,VISAKHAPATNAM,IND,0,Graduate,"21,13,580",0
Ganpati Jha,JHANJHARPUR,IND,2,10th Pass,"4,53,05,838","3,50,000"
Ganta Pentanna,ADILABAD,IND,0,Post Graduate,"6,70,000",0
Ganti Harish Madhur,AMALAPURAM,TDP,0,Graduate Professional,"7,30,49,918","15,37,488"
Ganvit Jayendrabhai Laxmanbhai,VALSAD,IND,0,Graduate,"25,000",0
Garib Singh,UDHAMPUR,IND,0,10th Pass,"20,40,000","25,000"
Garlapati Jithendra Kumar,NALGONDA,BJP,0,12th Pass,"18,45,77,651","2,17,81,741"
Gaurangbhai Rameshbhai Patel,VALSAD,IND,0,Graduate,"7,00,000",0
Gaurav Damodar Surwade,RAVER,IND,0,10th Pass,"1,05,000",0
Gaurav Gogoi,KALIABOR,INC,0,Post Graduate,"1,37,27,834","12,50,000"
Gautam Ganpat Nagrale,CHANDRAPUR,Bahujan Mukti Party,0,Graduate,"55,81,000","2,02,010"
Gautam Shriram Wasnik,RAMTEK,IND,0,5th Pass,"9,25,000","1,00,000"
Gautam Singh Bisht,TEHRI GARHWAL,Sarv Vikas Party,0,8th Pass,"94,67,000",0
Gautamraj G. Hindustani,SURAT,Yuva Sarkar,0,10th Pass,"6,83,61,125","6,32,760"
Gautham Sigamani Pon,KALLAKURICHI,DMK,1,Post Graduate,"47,11,86,830","8,11,31,909"
Geddam David Nelson Babu,RAJAHMUNDRY,Ambedkarite Party of India,1,Post Graduate,"50,20,544","7,60,000"
Geetaben Patel,AHMEDABAD EAST,INC,6,10th Pass,"4,03,75,418","31,21,888"
Geetanjali Singh,DURG,BSP,0,Post Graduate,"54,48,306","29,00,000"
Gella Nagamalli,BAPATLA,IND,0,Graduate Professional,"4,48,500","4,65,000"
George Bangari,VISAKHAPATNAM,Viduthalai Chiruthaigal Katchi,0,Graduate Professional,"12,00,000","5,00,000"
George Tirkey,SUNDARGARH,INC,41,12th Pass,"9,01,058",0
Gergory Trikey,ALIPURDUARS,IND,0,Graduate,"14,61,968","3,61,000"
"Germanus, S.",THOOTHUKKUDI,Christian Democratic Front,0,Post Graduate,"18,46,500",0
Ghag Sanjay Arjun,RAIGAD,IND,3,10th Pass,"2,18,64,480","35,50,000"
Ghanshyam Jurri,KANKER,Gondvana Gantantra Party,0,12th Pass,"63,23,000","8,90,000"
Giddama Ranganayakulu,ANANTAPUR,Vishwa Jana Party,0,Post Graduate,"6,61,000",0
Giridhar Sapera,GAYA,Bharatiya Rashtriya Morcha,0,12th Pass,"6,02,000",0
Giridhari Yadav,BANKA,JD(U),1,Post Graduate,"1,98,16,050","4,05,701"
Girish Bhalchandra Bapat,PUNE,BJP,1,Graduate,"5,79,59,302","17,93,891"
Girish Chandra,NAGINA,BSP,1,12th Pass,"2,86,59,644","90,62,600"
Girish Raya Chodankar,NORTH GOA,INC,0,Post Graduate,"1,43,93,879","17,58,927"
Gnanasekar A,TIRUVANNAMALAI,IND,0,10th Pass,"51,01,62,944","17,22,96,311"
Gnanathiraviam S,TIRUNELVELI,DMK,4,10th Pass,"23,27,59,237","4,61,49,049"
Gobinda Chandra Roy,COOCH BEHAR,AIFB,2,Post Graduate,"46,44,800","4,00,000"
Goda Sriramulu,BHONGIR,CPI,0,8th Pass,"1,57,99,990","72,65,216"
Godam Nagesh,ADILABAD,TRS,0,Post Graduate,"1,84,77,888","8,47,000"
Goddeti Madhavi,ARAKU,YSRCP,0,Graduate Professional,"1,41,179",0
Godisella Nagamani,PEDDAPALLE,IND,0,10th Pass,0,0
Godugu Satyanarayana,KAKINADA,CPI(ML)(L),0,Graduate,"28,000",0
Godwin Shadrach S R,SRIPERUMBUDUR,Tamizhaga Murpokku Makkal Katchi,0,Graduate Professional,"9,66,412","4,60,000"
Gogula Pulakunta Jayanth,HINDUPUR,IND,0,Graduate,"31,96,142","16,710"
Gohil Rinku,VADODARA,Yuva Jan Jagriti Party,0,12th Pass,"28,99,350","14,00,000"
Gokinapalli Venkateswarlu,KHAMMAM,IND,0,5th Pass,"39,68,500","45,000"
Golla Baburao,BAPATLA,IND,0,Post Graduate,"78,000",0
Gollu Krishna,MACHILIPATNAM,INC,5,Others,"87,95,000","1,14,00,000"
Goltar Bhagvanbhai Maiyabhai,SURENDRANAGAR,IND,5,Illiterate,"27,78,407","2,50,000"
Gomathy,IDUKKI,IND,4,8th Pass,"1,36,000","90,000"
Gomati,RAIGARH,BJP,0,12th Pass,"70,43,539",0
Gona Purushottam Reddy,KADAPA,IND,4,Graduate,"2,24,73,647","92,06,703"
